Type;Name;Unit;Definition;Output_of_model(s);Input_to_model(s);Defined by
variable;Final Energy|Industry|Non-Ferrous Metals|Liquids|Biomass;EJ/yr;Final energy consumption of liquid biofuels by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Liquids|Electricity;EJ/yr;"Final energy consumption of synthetic liquid efuels (""power-to-liquid"") by the non-ferrous metals sector";;;
variable;Final Energy|Industry|Non-Ferrous Metals|Liquids|Fossil;EJ/yr;Final energy consumption of liquids of fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids)by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Other;EJ/yr;Final energy consumption of other energy carriers by the non-ferrous metals sector (please provide a definition of the energy carriers in this category in the 'comments' tab);;;
variable;Final Energy|Industry|Non-Ferrous Metals|Solar;EJ/yr;Final energy consumption of solar thermal heat by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Solids;EJ/yr;Final energy consumption of solid fuels of the non-ferrous metals sector (including coal and solid biomass);;;
variable;Final Energy|Industry|Non-Ferrous Metals|Solids|Biomass;EJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Solids|Coal;EJ/yr;Final energy consumption of coal by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Non-Ferrous Metals|Waste;EJ/yr;Final energy consumption of non-renewable waste by the non-ferrous metals sector;;;
variable;Final Energy|Industry|Other Sector;EJ/yr;Final energy consumed by other industry sectors, excluding feedstocks (please provide a definition of the industries in this category in the 'comments' tab);;;
variable;Final Energy|Industry|Other Sector|Electricity;EJ/yr;Final energy consumption of electricity by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Gases;EJ/yr;Final energy consumption of gases by other industry sectors (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Industry|Other Sector|Gases|Biomass;EJ/yr;Final energy consumption of biogas by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Gases|Electricity;EJ/yr;"Final energy consumption of synthetic e-fuel gas (""power-to-gas"") by other industry sectors";;;
variable;Final Energy|Industry|Other Sector|Gases|Fossil;EJ/yr;Final energy consumption of gases of fossil origin by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Geothermal;EJ/yr;Final energy consumption of geothermal heat by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Heat;EJ/yr;Final energy consumption of centrally supplied heat by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Hydrogen;EJ/yr;Final energy consumption of hydrogen by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Liquids;EJ/yr;Final energy consumption of refined liquids by other industry sectors (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;
variable;Final Energy|Industry|Other Sector|Liquids|Biomass;EJ/yr;Final energy consumption of liquid biofuels by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Liquids|Electricity;EJ/yr;"Final energy consumption of synthetic liquid efuels (""power-to-liquid"") by other industry sectors";;;
variable;Final Energy|Industry|Other Sector|Liquids|Fossil;EJ/yr;Final energy consumption of liquids of fossil origin by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Other;EJ/yr;Final energy consumption of other energy carriers by other industry sectors (please provide a definition of the energy carriers in this category in the 'comments' tab);;;
variable;Final Energy|Industry|Other Sector|Solar;EJ/yr;Final energy consumption of solar thermal heat by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Solids;EJ/yr;Final energy solid fuel consumption by other industry sectors (including coal and solid biomass);;;
variable;Final Energy|Industry|Other Sector|Solids|Biomass;EJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Solids|Coal;EJ/yr;Final energy consumption of coal by other industry sectors;;;
variable;Final Energy|Industry|Other Sector|Waste;EJ/yr;Final energy consumption of non-renewable waste by other industry sectors;;;
variable;Final Energy|Industry|Petrochemicals|Electricity;PJ/yr;Final energy demand. To be supplied by autoproduction in CHP or by external supply ;ITOM-PetChem;;WI
variable;Final Energy|Industry|Petrochemicals|High temperature heat;PJ/yr;Final energy demand of heat > 500 °C (to be supplied by heat provision technologies on-site, which are not specified by the model);ITOM-PetChem;;WI
variable;Final Energy|Industry|Petrochemicals|Steam;PJ/yr;Final energy demand of steam (180-500°C) (to be supplied by CHP or boilers on-site or from external supply);ITOM-PetChem;;WI
variable;Final Energy|Industry|Pulp and Paper;EJ/yr;Final energy consumption of the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Electricity;EJ/yr;Final energy consumption of electricity of the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Gases;EJ/yr;Final energy consumption of gases of the pulp and paper sector (natural gas, biogas, coal-gas), excluding transmission/distribution losses;;;
variable;Final Energy|Industry|Pulp and Paper|Gases|Biomass;EJ/yr;Final energy consumption of biogas by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Gases|Electricity;EJ/yr;"Final energy consumption of synthetic e-fuel gas (""power-to-gas"") by the pulp and paper sector";;;
variable;Final Energy|Industry|Pulp and Paper|Gases|Fossil;EJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Geothermal;EJ/yr;Final energy consumption of geothermal heat by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Heat;EJ/yr;Final energy consumption of centrally supplied heat by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Hydrogen;EJ/yr;Final energy consumption of hydrogen of the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Liquids;EJ/yr;Final energy consumption of refined liquids of the pulp and paper sector (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids, efuels);;;
variable;Final Energy|Industry|Pulp and Paper|Liquids|Biomass;EJ/yr;Final energy consumption of liquid biofuels by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Liquids|Electricity;EJ/yr;"Final energy consumption of synthetic liquid efuels (""power-to-liquid"") by the pulp and paper sector";;;
variable;Final Energy|Industry|Pulp and Paper|Liquids|Fossil;EJ/yr;Final energy consumption of liquids of fossil origin by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Other;EJ/yr;Final energy consumption of other energy carriers by the pulp and paper sector (please provide a definition of the energy carriers in this category in the 'comments' tab);;;
variable;Final Energy|Industry|Pulp and Paper|Solar;EJ/yr;Final energy consumption of solar thermal heat by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Solids;EJ/yr;Final energy consumption of solid fuels of the pulp and paper sector (including coal and solid biomass);;;
variable;Final Energy|Industry|Pulp and Paper|Solids|Biomass;EJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Solids|Coal;EJ/yr;Final energy consumption of coal by the pulp and paper sector;;;
variable;Final Energy|Industry|Pulp and Paper|Waste;EJ/yr;Final energy consumption of non-renewable waste by the pulp and paper sector;;;
variable;Final Energy|Industry|Steel|Biomass;PJ/yr;Final energy. System boundaries in line with energy accounting;ITOM-Steel;;WI
variable;Final Energy|Industry|Steel|Coke;PJ/yr;Final energy. System boundaries in line with energy accounting;ITOM-Steel;;WI
variable;Final Energy|Industry|Steel|Electricity;PJ/yr;Final energy. System boundaries in line with energy accounting;ITOM-Steel;;WI
variable;Final Energy|Industry|Steel|Hard coal;PJ/yr;Final energy. System boundaries in line with energy accounting;ITOM-Steel;;WI
variable;Final Energy|Industry|Steel|Hydrogen;PJ/yr;Final energy. System boundaries in line with energy accounting;ITOM-Steel;;WI
variable;Final Energy|Industry|Steel|Natural gas;PJ/yr;Final energy. System boundaries in line with energy accounting;ITOM-Steel;;WI
variable;Final Energy|Industry|Steel|Off-gases;PJ/yr;Final energy. System boundaries in line with energy accounting;ITOM-Steel;;WI
variable;Final Energy|Non-Energy Use;EJ/yr;final energy consumption by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals;EJ/yr;Final energy consumption in the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Gases;EJ/yr;Final energy consumption of gases by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Gases|Biomass;EJ/yr;Final energy consumption of biogas by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Gases|Electricity;EJ/yr;"Final energy consumption of synthetic e-fuel gas (""power-to-gas"") by the chemical sector by the non-combustion processes";;;
variable;Final Energy|Non-Energy Use|Chemicals|Gases|Fossil;EJ/yr;Final energy consumption of synthetic or derived gases of fossil origin by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Hydrogen;EJ/yr;Final energy consumption of hydrogen by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Liquids;EJ/yr;Final energy consumption of liquids by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Liquids|Biomass;EJ/yr;Final energy consumption of liquid biofuels by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Liquids|Electricity;EJ/yr;"Final energy consumption of synthetic liquid efuels (""power-to-liquid"") by the chemical sector by the non-combustion processes";;;
variable;Final Energy|Non-Energy Use|Chemicals|Liquids|Fossil;EJ/yr;Final energy consumption of liquids of fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids)by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Other;EJ/yr;Final energy consumption of other feedstocks by the chemical sector by the non-combustion processes (please provide a definition of the feedstocks in this category in the 'comments' tab);;;
variable;Final Energy|Non-Energy Use|Chemicals|Solids;EJ/yr;Final energy consumption of solids by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Solids|Biomass;EJ/yr;Final energy consumption of solid biomass (modern and traditional, including renewable waste) by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Solids|Coal;EJ/yr;Final energy consumption of coal by the chemical sector by the non-combustion processes;;;
variable;Final Energy|Non-Energy Use|Chemicals|Waste;EJ/yr;Final energy consumption of non-renewable waste by the chemical sector by the non-combustion processes;;;
